Logging to output/continuous/PPO/train/11-06-2024-03-23-09/
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 16.6        |
|    ep_rew_mean          | -16.6       |
| time/                   |             |
|    fps                  | 606         |
|    iterations           | 4           |
|    time_elapsed         | 1           |
|    total_timesteps      | 1024        |
| train/                  |             |
|    approx_kl            | 0.007749134 |
|    clip_fraction        | 0.0492      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0.000505    |
|    learning_rate        | 0.0001      |
|    loss                 | 29.2        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0102     |
|    std                  | 0.996       |
|    value_loss           | 66.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.5         |
|    ep_rew_mean          | -17.5        |
| time/                   |              |
|    fps                  | 557          |
|    iterations           | 8            |
|    time_elapsed         | 3            |
|    total_timesteps      | 2048         |
| train/                  |              |
|    approx_kl            | 0.0014153954 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0.00012      |
|    learning_rate        | 0.0001       |
|    loss                 | 30.5         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00149     |
|    std                  | 0.996        |
|    value_loss           | 68.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.9        |
|    ep_rew_mean          | -17.9       |
| time/                   |             |
|    fps                  | 553         |
|    iterations           | 12          |
|    time_elapsed         | 5           |
|    total_timesteps      | 3072        |
| train/                  |             |
|    approx_kl            | 0.014143534 |
|    clip_fraction        | 0.0726      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 3.94e-05    |
|    learning_rate        | 0.0001      |
|    loss                 | 31          |
|    n_updates            | 105         |
|    policy_gradient_loss | -0.00872    |
|    std                  | 0.999       |
|    value_loss           | 69.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.7         |
|    ep_rew_mean          | -18.7        |
| time/                   |              |
|    fps                  | 513          |
|    iterations           | 16           |
|    time_elapsed         | 7            |
|    total_timesteps      | 4096         |
| train/                  |              |
|    approx_kl            | 0.0066120704 |
|    clip_fraction        | 0.0492       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 1.91e-05     |
|    learning_rate        | 0.0001       |
|    loss                 | 35.7         |
|    n_updates            | 145          |
|    policy_gradient_loss | -0.00918     |
|    std                  | 1            |
|    value_loss           | 68           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.5        |
|    ep_rew_mean          | -18.5       |
| time/                   |             |
